"Config"	"Rep"	"topology"	"ModelRep"	"repID"	"B"	"Occp.Time"
1	2	"1 2"	1	"1 2 1"	-0.003	4
1	2	"1 2"	1	"1 2 1"	-0.008	5
1	2	"1 2"	1	"1 2 1"	-0.013	6
1	2	"1 2"	1	"1 2 1"	-0.018	8
1	2	"1 2"	1	"1 2 1"	-0.023	6
1	2	"1 2"	1	"1 2 1"	-0.028	8
1	2	"1 2"	1	"1 2 1"	-0.033	6
1	2	"1 2"	1	"1 2 1"	-0.038	11
1	2	"1 2"	1	"1 2 1"	-0.043	9
1	2	"1 2"	1	"1 2 1"	-0.048	17
1	2	"1 2"	1	"1 2 1"	-0.053	9
1	2	"1 2"	1	"1 2 1"	-0.058	16
1	2	"1 2"	1	"1 2 1"	-0.063	12
1	2	"1 2"	1	"1 2 1"	-0.068	21
1	2	"1 2"	1	"1 2 1"	-0.073	19
1	2	"1 2"	1	"1 2 1"	-0.078	26
1	2	"1 2"	2	"1 2 2"	-0.003	4
1	2	"1 2"	2	"1 2 2"	-0.008	7
1	2	"1 2"	2	"1 2 2"	-0.013	5
1	2	"1 2"	2	"1 2 2"	-0.018	8
1	2	"1 2"	2	"1 2 2"	-0.023	12
1	2	"1 2"	2	"1 2 2"	-0.028	8
1	2	"1 2"	2	"1 2 2"	-0.033	9
1	2	"1 2"	2	"1 2 2"	-0.038	13
1	2	"1 2"	2	"1 2 2"	-0.043	21
1	2	"1 2"	2	"1 2 2"	-0.048	16
1	2	"1 2"	2	"1 2 2"	-0.053	12
1	2	"1 2"	2	"1 2 2"	-0.058	20
1	2	"1 2"	2	"1 2 2"	-0.063	16
1	2	"1 2"	2	"1 2 2"	-0.068	12
1	2	"1 2"	2	"1 2 2"	-0.073	10
1	2	"1 2"	2	"1 2 2"	-0.078	20
1	2	"1 2"	3	"1 2 3"	-0.003	4
1	2	"1 2"	3	"1 2 3"	-0.008	6
1	2	"1 2"	3	"1 2 3"	-0.013	5
1	2	"1 2"	3	"1 2 3"	-0.018	6
1	2	"1 2"	3	"1 2 3"	-0.023	8
1	2	"1 2"	3	"1 2 3"	-0.028	7
1	2	"1 2"	3	"1 2 3"	-0.033	9
1	2	"1 2"	3	"1 2 3"	-0.038	11
1	2	"1 2"	3	"1 2 3"	-0.043	12
1	2	"1 2"	3	"1 2 3"	-0.048	15
1	2	"1 2"	3	"1 2 3"	-0.053	17
1	2	"1 2"	3	"1 2 3"	-0.058	19
1	2	"1 2"	3	"1 2 3"	-0.063	12
1	2	"1 2"	3	"1 2 3"	-0.068	13
1	2	"1 2"	3	"1 2 3"	-0.073	16
1	2	"1 2"	3	"1 2 3"	-0.078	24
1	2	"1 2"	4	"1 2 4"	-0.003	4
1	2	"1 2"	4	"1 2 4"	-0.008	4
1	2	"1 2"	4	"1 2 4"	-0.013	6
1	2	"1 2"	4	"1 2 4"	-0.018	5
1	2	"1 2"	4	"1 2 4"	-0.023	11
1	2	"1 2"	4	"1 2 4"	-0.028	11
1	2	"1 2"	4	"1 2 4"	-0.033	7
1	2	"1 2"	4	"1 2 4"	-0.038	13
1	2	"1 2"	4	"1 2 4"	-0.043	9
1	2	"1 2"	4	"1 2 4"	-0.048	17
1	2	"1 2"	4	"1 2 4"	-0.053	18
1	2	"1 2"	4	"1 2 4"	-0.058	15
1	2	"1 2"	4	"1 2 4"	-0.063	13
1	2	"1 2"	4	"1 2 4"	-0.068	26
1	2	"1 2"	4	"1 2 4"	-0.073	14
1	2	"1 2"	4	"1 2 4"	-0.078	19
1	2	"1 2"	5	"1 2 5"	-0.003	4
1	2	"1 2"	5	"1 2 5"	-0.008	6
1	2	"1 2"	5	"1 2 5"	-0.013	6
1	2	"1 2"	5	"1 2 5"	-0.018	6
1	2	"1 2"	5	"1 2 5"	-0.023	9
1	2	"1 2"	5	"1 2 5"	-0.028	10
1	2	"1 2"	5	"1 2 5"	-0.033	11
1	2	"1 2"	5	"1 2 5"	-0.038	11
1	2	"1 2"	5	"1 2 5"	-0.043	17
1	2	"1 2"	5	"1 2 5"	-0.048	11
1	2	"1 2"	5	"1 2 5"	-0.053	18
1	2	"1 2"	5	"1 2 5"	-0.058	19
1	2	"1 2"	5	"1 2 5"	-0.063	15
1	2	"1 2"	5	"1 2 5"	-0.068	9
1	2	"1 2"	5	"1 2 5"	-0.073	16
1	2	"1 2"	5	"1 2 5"	-0.078	14
1	2	"1 2"	6	"1 2 6"	-0.003	4
1	2	"1 2"	6	"1 2 6"	-0.008	4
1	2	"1 2"	6	"1 2 6"	-0.013	9
1	2	"1 2"	6	"1 2 6"	-0.018	9
1	2	"1 2"	6	"1 2 6"	-0.023	4
1	2	"1 2"	6	"1 2 6"	-0.028	7
1	2	"1 2"	6	"1 2 6"	-0.033	6
1	2	"1 2"	6	"1 2 6"	-0.038	10
1	2	"1 2"	6	"1 2 6"	-0.043	12
1	2	"1 2"	6	"1 2 6"	-0.048	17
1	2	"1 2"	6	"1 2 6"	-0.053	16
1	2	"1 2"	6	"1 2 6"	-0.058	23
1	2	"1 2"	6	"1 2 6"	-0.063	16
1	2	"1 2"	6	"1 2 6"	-0.068	14
1	2	"1 2"	6	"1 2 6"	-0.073	18
1	2	"1 2"	6	"1 2 6"	-0.078	22
1	2	"1 2"	7	"1 2 7"	-0.003	4
1	2	"1 2"	7	"1 2 7"	-0.008	5
1	2	"1 2"	7	"1 2 7"	-0.013	5
1	2	"1 2"	7	"1 2 7"	-0.018	7
1	2	"1 2"	7	"1 2 7"	-0.023	7
1	2	"1 2"	7	"1 2 7"	-0.028	8
1	2	"1 2"	7	"1 2 7"	-0.033	9
1	2	"1 2"	7	"1 2 7"	-0.038	12
1	2	"1 2"	7	"1 2 7"	-0.043	15
1	2	"1 2"	7	"1 2 7"	-0.048	13
1	2	"1 2"	7	"1 2 7"	-0.053	18
1	2	"1 2"	7	"1 2 7"	-0.058	9
1	2	"1 2"	7	"1 2 7"	-0.063	14
1	2	"1 2"	7	"1 2 7"	-0.068	16
1	2	"1 2"	7	"1 2 7"	-0.073	19
1	2	"1 2"	7	"1 2 7"	-0.078	14
1	2	"1 2"	8	"1 2 8"	-0.003	4
1	2	"1 2"	8	"1 2 8"	-0.008	5
1	2	"1 2"	8	"1 2 8"	-0.013	4
1	2	"1 2"	8	"1 2 8"	-0.018	7
1	2	"1 2"	8	"1 2 8"	-0.023	13
1	2	"1 2"	8	"1 2 8"	-0.028	10
1	2	"1 2"	8	"1 2 8"	-0.033	10
1	2	"1 2"	8	"1 2 8"	-0.038	19
1	2	"1 2"	8	"1 2 8"	-0.043	16
1	2	"1 2"	8	"1 2 8"	-0.048	15
1	2	"1 2"	8	"1 2 8"	-0.053	15
1	2	"1 2"	8	"1 2 8"	-0.058	16
1	2	"1 2"	8	"1 2 8"	-0.063	27
1	2	"1 2"	8	"1 2 8"	-0.068	21
1	2	"1 2"	8	"1 2 8"	-0.073	15
1	2	"1 2"	8	"1 2 8"	-0.078	26
1	2	"1 2"	9	"1 2 9"	-0.003	5
1	2	"1 2"	9	"1 2 9"	-0.008	5
1	2	"1 2"	9	"1 2 9"	-0.013	6
1	2	"1 2"	9	"1 2 9"	-0.018	6
1	2	"1 2"	9	"1 2 9"	-0.023	9
1	2	"1 2"	9	"1 2 9"	-0.028	8
1	2	"1 2"	9	"1 2 9"	-0.033	14
1	2	"1 2"	9	"1 2 9"	-0.038	9
1	2	"1 2"	9	"1 2 9"	-0.043	12
1	2	"1 2"	9	"1 2 9"	-0.048	11
1	2	"1 2"	9	"1 2 9"	-0.053	18
1	2	"1 2"	9	"1 2 9"	-0.058	17
1	2	"1 2"	9	"1 2 9"	-0.063	20
1	2	"1 2"	9	"1 2 9"	-0.068	11
1	2	"1 2"	9	"1 2 9"	-0.073	17
1	2	"1 2"	9	"1 2 9"	-0.078	32
1	2	"1 2"	10	"1 2 10"	-0.003	4
1	2	"1 2"	10	"1 2 10"	-0.008	5
1	2	"1 2"	10	"1 2 10"	-0.013	5
1	2	"1 2"	10	"1 2 10"	-0.018	6
1	2	"1 2"	10	"1 2 10"	-0.023	7
1	2	"1 2"	10	"1 2 10"	-0.028	10
1	2	"1 2"	10	"1 2 10"	-0.033	12
1	2	"1 2"	10	"1 2 10"	-0.038	10
1	2	"1 2"	10	"1 2 10"	-0.043	12
1	2	"1 2"	10	"1 2 10"	-0.048	13
1	2	"1 2"	10	"1 2 10"	-0.053	13
1	2	"1 2"	10	"1 2 10"	-0.058	19
1	2	"1 2"	10	"1 2 10"	-0.063	18
1	2	"1 2"	10	"1 2 10"	-0.068	15
1	2	"1 2"	10	"1 2 10"	-0.073	20
1	2	"1 2"	10	"1 2 10"	-0.078	24
1	2	"1 2"	11	"1 2 11"	-0.003	5
1	2	"1 2"	11	"1 2 11"	-0.008	6
1	2	"1 2"	11	"1 2 11"	-0.013	6
1	2	"1 2"	11	"1 2 11"	-0.018	8
1	2	"1 2"	11	"1 2 11"	-0.023	6
1	2	"1 2"	11	"1 2 11"	-0.028	12
1	2	"1 2"	11	"1 2 11"	-0.033	6
1	2	"1 2"	11	"1 2 11"	-0.038	14
1	2	"1 2"	11	"1 2 11"	-0.043	11
1	2	"1 2"	11	"1 2 11"	-0.048	10
1	2	"1 2"	11	"1 2 11"	-0.053	14
1	2	"1 2"	11	"1 2 11"	-0.058	13
1	2	"1 2"	11	"1 2 11"	-0.063	13
1	2	"1 2"	11	"1 2 11"	-0.068	14
1	2	"1 2"	11	"1 2 11"	-0.073	16
1	2	"1 2"	11	"1 2 11"	-0.078	20
1	2	"1 2"	12	"1 2 12"	-0.003	6
1	2	"1 2"	12	"1 2 12"	-0.008	5
1	2	"1 2"	12	"1 2 12"	-0.013	6
1	2	"1 2"	12	"1 2 12"	-0.018	7
1	2	"1 2"	12	"1 2 12"	-0.023	8
1	2	"1 2"	12	"1 2 12"	-0.028	8
1	2	"1 2"	12	"1 2 12"	-0.033	9
1	2	"1 2"	12	"1 2 12"	-0.038	14
1	2	"1 2"	12	"1 2 12"	-0.043	17
1	2	"1 2"	12	"1 2 12"	-0.048	14
1	2	"1 2"	12	"1 2 12"	-0.053	13
1	2	"1 2"	12	"1 2 12"	-0.058	25
1	2	"1 2"	12	"1 2 12"	-0.063	15
1	2	"1 2"	12	"1 2 12"	-0.068	17
1	2	"1 2"	12	"1 2 12"	-0.073	19
1	2	"1 2"	12	"1 2 12"	-0.078	20
1	2	"1 2"	13	"1 2 13"	-0.003	5
1	2	"1 2"	13	"1 2 13"	-0.008	6
1	2	"1 2"	13	"1 2 13"	-0.013	7
1	2	"1 2"	13	"1 2 13"	-0.018	8
1	2	"1 2"	13	"1 2 13"	-0.023	9
1	2	"1 2"	13	"1 2 13"	-0.028	11
1	2	"1 2"	13	"1 2 13"	-0.033	13
1	2	"1 2"	13	"1 2 13"	-0.038	12
1	2	"1 2"	13	"1 2 13"	-0.043	13
1	2	"1 2"	13	"1 2 13"	-0.048	21
1	2	"1 2"	13	"1 2 13"	-0.053	11
1	2	"1 2"	13	"1 2 13"	-0.058	17
1	2	"1 2"	13	"1 2 13"	-0.063	24
1	2	"1 2"	13	"1 2 13"	-0.068	17
1	2	"1 2"	13	"1 2 13"	-0.073	17
1	2	"1 2"	13	"1 2 13"	-0.078	27
1	2	"1 2"	14	"1 2 14"	-0.003	4
1	2	"1 2"	14	"1 2 14"	-0.008	7
1	2	"1 2"	14	"1 2 14"	-0.013	7
1	2	"1 2"	14	"1 2 14"	-0.018	8
1	2	"1 2"	14	"1 2 14"	-0.023	6
1	2	"1 2"	14	"1 2 14"	-0.028	11
1	2	"1 2"	14	"1 2 14"	-0.033	13
1	2	"1 2"	14	"1 2 14"	-0.038	14
1	2	"1 2"	14	"1 2 14"	-0.043	7
1	2	"1 2"	14	"1 2 14"	-0.048	17
1	2	"1 2"	14	"1 2 14"	-0.053	20
1	2	"1 2"	14	"1 2 14"	-0.058	13
1	2	"1 2"	14	"1 2 14"	-0.063	15
1	2	"1 2"	14	"1 2 14"	-0.068	17
1	2	"1 2"	14	"1 2 14"	-0.073	18
1	2	"1 2"	14	"1 2 14"	-0.078	17
1	2	"1 2"	15	"1 2 15"	-0.003	4
1	2	"1 2"	15	"1 2 15"	-0.008	5
1	2	"1 2"	15	"1 2 15"	-0.013	5
1	2	"1 2"	15	"1 2 15"	-0.018	8
1	2	"1 2"	15	"1 2 15"	-0.023	10
1	2	"1 2"	15	"1 2 15"	-0.028	9
1	2	"1 2"	15	"1 2 15"	-0.033	14
1	2	"1 2"	15	"1 2 15"	-0.038	11
1	2	"1 2"	15	"1 2 15"	-0.043	12
1	2	"1 2"	15	"1 2 15"	-0.048	17
1	2	"1 2"	15	"1 2 15"	-0.053	12
1	2	"1 2"	15	"1 2 15"	-0.058	10
1	2	"1 2"	15	"1 2 15"	-0.063	24
1	2	"1 2"	15	"1 2 15"	-0.068	22
1	2	"1 2"	15	"1 2 15"	-0.073	22
1	2	"1 2"	15	"1 2 15"	-0.078	17
1	2	"1 2"	16	"1 2 16"	-0.003	4
1	2	"1 2"	16	"1 2 16"	-0.008	6
1	2	"1 2"	16	"1 2 16"	-0.013	6
1	2	"1 2"	16	"1 2 16"	-0.018	6
1	2	"1 2"	16	"1 2 16"	-0.023	7
1	2	"1 2"	16	"1 2 16"	-0.028	12
1	2	"1 2"	16	"1 2 16"	-0.033	12
1	2	"1 2"	16	"1 2 16"	-0.038	8
1	2	"1 2"	16	"1 2 16"	-0.043	14
1	2	"1 2"	16	"1 2 16"	-0.048	10
1	2	"1 2"	16	"1 2 16"	-0.053	14
1	2	"1 2"	16	"1 2 16"	-0.058	19
1	2	"1 2"	16	"1 2 16"	-0.063	17
1	2	"1 2"	16	"1 2 16"	-0.068	15
1	2	"1 2"	16	"1 2 16"	-0.073	16
1	2	"1 2"	16	"1 2 16"	-0.078	23
1	2	"1 2"	17	"1 2 17"	-0.003	4
1	2	"1 2"	17	"1 2 17"	-0.008	6
1	2	"1 2"	17	"1 2 17"	-0.013	5
1	2	"1 2"	17	"1 2 17"	-0.018	7
1	2	"1 2"	17	"1 2 17"	-0.023	11
1	2	"1 2"	17	"1 2 17"	-0.028	13
1	2	"1 2"	17	"1 2 17"	-0.033	11
1	2	"1 2"	17	"1 2 17"	-0.038	15
1	2	"1 2"	17	"1 2 17"	-0.043	9
1	2	"1 2"	17	"1 2 17"	-0.048	17
1	2	"1 2"	17	"1 2 17"	-0.053	11
1	2	"1 2"	17	"1 2 17"	-0.058	10
1	2	"1 2"	17	"1 2 17"	-0.063	15
1	2	"1 2"	17	"1 2 17"	-0.068	15
1	2	"1 2"	17	"1 2 17"	-0.073	14
1	2	"1 2"	17	"1 2 17"	-0.078	13
1	2	"1 2"	18	"1 2 18"	-0.003	4
1	2	"1 2"	18	"1 2 18"	-0.008	5
1	2	"1 2"	18	"1 2 18"	-0.013	6
1	2	"1 2"	18	"1 2 18"	-0.018	10
1	2	"1 2"	18	"1 2 18"	-0.023	11
1	2	"1 2"	18	"1 2 18"	-0.028	13
1	2	"1 2"	18	"1 2 18"	-0.033	10
1	2	"1 2"	18	"1 2 18"	-0.038	13
1	2	"1 2"	18	"1 2 18"	-0.043	13
1	2	"1 2"	18	"1 2 18"	-0.048	11
1	2	"1 2"	18	"1 2 18"	-0.053	15
1	2	"1 2"	18	"1 2 18"	-0.058	18
1	2	"1 2"	18	"1 2 18"	-0.063	20
1	2	"1 2"	18	"1 2 18"	-0.068	21
1	2	"1 2"	18	"1 2 18"	-0.073	12
1	2	"1 2"	18	"1 2 18"	-0.078	24
1	2	"1 2"	19	"1 2 19"	-0.003	5
1	2	"1 2"	19	"1 2 19"	-0.008	5
1	2	"1 2"	19	"1 2 19"	-0.013	6
1	2	"1 2"	19	"1 2 19"	-0.018	7
1	2	"1 2"	19	"1 2 19"	-0.023	8
1	2	"1 2"	19	"1 2 19"	-0.028	11
1	2	"1 2"	19	"1 2 19"	-0.033	11
1	2	"1 2"	19	"1 2 19"	-0.038	13
1	2	"1 2"	19	"1 2 19"	-0.043	12
1	2	"1 2"	19	"1 2 19"	-0.048	16
1	2	"1 2"	19	"1 2 19"	-0.053	20
1	2	"1 2"	19	"1 2 19"	-0.058	13
1	2	"1 2"	19	"1 2 19"	-0.063	16
1	2	"1 2"	19	"1 2 19"	-0.068	22
1	2	"1 2"	19	"1 2 19"	-0.073	27
1	2	"1 2"	19	"1 2 19"	-0.078	19
1	2	"1 2"	20	"1 2 20"	-0.003	4
1	2	"1 2"	20	"1 2 20"	-0.008	4
1	2	"1 2"	20	"1 2 20"	-0.013	7
1	2	"1 2"	20	"1 2 20"	-0.018	8
1	2	"1 2"	20	"1 2 20"	-0.023	7
1	2	"1 2"	20	"1 2 20"	-0.028	9
1	2	"1 2"	20	"1 2 20"	-0.033	13
1	2	"1 2"	20	"1 2 20"	-0.038	13
1	2	"1 2"	20	"1 2 20"	-0.043	16
1	2	"1 2"	20	"1 2 20"	-0.048	12
1	2	"1 2"	20	"1 2 20"	-0.053	18
1	2	"1 2"	20	"1 2 20"	-0.058	16
1	2	"1 2"	20	"1 2 20"	-0.063	18
1	2	"1 2"	20	"1 2 20"	-0.068	16
1	2	"1 2"	20	"1 2 20"	-0.073	15
1	2	"1 2"	20	"1 2 20"	-0.078	25
1	2	"1 2"	21	"1 2 21"	-0.003	4
1	2	"1 2"	21	"1 2 21"	-0.008	7
1	2	"1 2"	21	"1 2 21"	-0.013	7
1	2	"1 2"	21	"1 2 21"	-0.018	7
1	2	"1 2"	21	"1 2 21"	-0.023	7
1	2	"1 2"	21	"1 2 21"	-0.028	5
1	2	"1 2"	21	"1 2 21"	-0.033	14
1	2	"1 2"	21	"1 2 21"	-0.038	10
1	2	"1 2"	21	"1 2 21"	-0.043	14
1	2	"1 2"	21	"1 2 21"	-0.048	12
1	2	"1 2"	21	"1 2 21"	-0.053	16
1	2	"1 2"	21	"1 2 21"	-0.058	19
1	2	"1 2"	21	"1 2 21"	-0.063	13
1	2	"1 2"	21	"1 2 21"	-0.068	19
1	2	"1 2"	21	"1 2 21"	-0.073	10
1	2	"1 2"	21	"1 2 21"	-0.078	18
1	2	"1 2"	22	"1 2 22"	-0.003	4
1	2	"1 2"	22	"1 2 22"	-0.008	5
1	2	"1 2"	22	"1 2 22"	-0.013	6
1	2	"1 2"	22	"1 2 22"	-0.018	13
1	2	"1 2"	22	"1 2 22"	-0.023	6
1	2	"1 2"	22	"1 2 22"	-0.028	9
1	2	"1 2"	22	"1 2 22"	-0.033	9
1	2	"1 2"	22	"1 2 22"	-0.038	8
1	2	"1 2"	22	"1 2 22"	-0.043	12
1	2	"1 2"	22	"1 2 22"	-0.048	14
1	2	"1 2"	22	"1 2 22"	-0.053	10
1	2	"1 2"	22	"1 2 22"	-0.058	20
1	2	"1 2"	22	"1 2 22"	-0.063	19
1	2	"1 2"	22	"1 2 22"	-0.068	18
1	2	"1 2"	22	"1 2 22"	-0.073	17
1	2	"1 2"	22	"1 2 22"	-0.078	17
1	2	"1 2"	23	"1 2 23"	-0.003	5
1	2	"1 2"	23	"1 2 23"	-0.008	4
1	2	"1 2"	23	"1 2 23"	-0.013	6
1	2	"1 2"	23	"1 2 23"	-0.018	7
1	2	"1 2"	23	"1 2 23"	-0.023	5
1	2	"1 2"	23	"1 2 23"	-0.028	8
1	2	"1 2"	23	"1 2 23"	-0.033	14
1	2	"1 2"	23	"1 2 23"	-0.038	11
1	2	"1 2"	23	"1 2 23"	-0.043	9
1	2	"1 2"	23	"1 2 23"	-0.048	11
1	2	"1 2"	23	"1 2 23"	-0.053	22
1	2	"1 2"	23	"1 2 23"	-0.058	16
1	2	"1 2"	23	"1 2 23"	-0.063	22
1	2	"1 2"	23	"1 2 23"	-0.068	17
1	2	"1 2"	23	"1 2 23"	-0.073	14
1	2	"1 2"	23	"1 2 23"	-0.078	12
1	2	"1 2"	24	"1 2 24"	-0.003	4
1	2	"1 2"	24	"1 2 24"	-0.008	7
1	2	"1 2"	24	"1 2 24"	-0.013	5
1	2	"1 2"	24	"1 2 24"	-0.018	8
1	2	"1 2"	24	"1 2 24"	-0.023	8
1	2	"1 2"	24	"1 2 24"	-0.028	12
1	2	"1 2"	24	"1 2 24"	-0.033	9
1	2	"1 2"	24	"1 2 24"	-0.038	13
1	2	"1 2"	24	"1 2 24"	-0.043	12
1	2	"1 2"	24	"1 2 24"	-0.048	11
1	2	"1 2"	24	"1 2 24"	-0.053	12
1	2	"1 2"	24	"1 2 24"	-0.058	18
1	2	"1 2"	24	"1 2 24"	-0.063	23
1	2	"1 2"	24	"1 2 24"	-0.068	23
1	2	"1 2"	24	"1 2 24"	-0.073	17
1	2	"1 2"	24	"1 2 24"	-0.078	14
1	2	"1 2"	25	"1 2 25"	-0.003	5
1	2	"1 2"	25	"1 2 25"	-0.008	5
1	2	"1 2"	25	"1 2 25"	-0.013	6
1	2	"1 2"	25	"1 2 25"	-0.018	10
1	2	"1 2"	25	"1 2 25"	-0.023	11
1	2	"1 2"	25	"1 2 25"	-0.028	12
1	2	"1 2"	25	"1 2 25"	-0.033	9
1	2	"1 2"	25	"1 2 25"	-0.038	13
1	2	"1 2"	25	"1 2 25"	-0.043	15
1	2	"1 2"	25	"1 2 25"	-0.048	14
1	2	"1 2"	25	"1 2 25"	-0.053	15
1	2	"1 2"	25	"1 2 25"	-0.058	9
1	2	"1 2"	25	"1 2 25"	-0.063	14
1	2	"1 2"	25	"1 2 25"	-0.068	19
1	2	"1 2"	25	"1 2 25"	-0.073	19
1	2	"1 2"	25	"1 2 25"	-0.078	24
1	2	"1 2"	26	"1 2 26"	-0.003	4
1	2	"1 2"	26	"1 2 26"	-0.008	6
1	2	"1 2"	26	"1 2 26"	-0.013	7
1	2	"1 2"	26	"1 2 26"	-0.018	5
1	2	"1 2"	26	"1 2 26"	-0.023	8
1	2	"1 2"	26	"1 2 26"	-0.028	10
1	2	"1 2"	26	"1 2 26"	-0.033	15
1	2	"1 2"	26	"1 2 26"	-0.038	12
1	2	"1 2"	26	"1 2 26"	-0.043	17
1	2	"1 2"	26	"1 2 26"	-0.048	8
1	2	"1 2"	26	"1 2 26"	-0.053	14
1	2	"1 2"	26	"1 2 26"	-0.058	13
1	2	"1 2"	26	"1 2 26"	-0.063	18
1	2	"1 2"	26	"1 2 26"	-0.068	20
1	2	"1 2"	26	"1 2 26"	-0.073	16
1	2	"1 2"	26	"1 2 26"	-0.078	33
1	2	"1 2"	27	"1 2 27"	-0.003	4
1	2	"1 2"	27	"1 2 27"	-0.008	5
1	2	"1 2"	27	"1 2 27"	-0.013	5
1	2	"1 2"	27	"1 2 27"	-0.018	8
1	2	"1 2"	27	"1 2 27"	-0.023	7
1	2	"1 2"	27	"1 2 27"	-0.028	7
1	2	"1 2"	27	"1 2 27"	-0.033	10
1	2	"1 2"	27	"1 2 27"	-0.038	13
1	2	"1 2"	27	"1 2 27"	-0.043	12
1	2	"1 2"	27	"1 2 27"	-0.048	11
1	2	"1 2"	27	"1 2 27"	-0.053	11
1	2	"1 2"	27	"1 2 27"	-0.058	11
1	2	"1 2"	27	"1 2 27"	-0.063	17
1	2	"1 2"	27	"1 2 27"	-0.068	10
1	2	"1 2"	27	"1 2 27"	-0.073	14
1	2	"1 2"	27	"1 2 27"	-0.078	14
1	2	"1 2"	28	"1 2 28"	-0.003	4
1	2	"1 2"	28	"1 2 28"	-0.008	5
1	2	"1 2"	28	"1 2 28"	-0.013	5
1	2	"1 2"	28	"1 2 28"	-0.018	8
1	2	"1 2"	28	"1 2 28"	-0.023	10
1	2	"1 2"	28	"1 2 28"	-0.028	10
1	2	"1 2"	28	"1 2 28"	-0.033	11
1	2	"1 2"	28	"1 2 28"	-0.038	13
1	2	"1 2"	28	"1 2 28"	-0.043	17
1	2	"1 2"	28	"1 2 28"	-0.048	15
1	2	"1 2"	28	"1 2 28"	-0.053	15
1	2	"1 2"	28	"1 2 28"	-0.058	20
1	2	"1 2"	28	"1 2 28"	-0.063	18
1	2	"1 2"	28	"1 2 28"	-0.068	26
1	2	"1 2"	28	"1 2 28"	-0.073	16
1	2	"1 2"	28	"1 2 28"	-0.078	24
1	2	"1 2"	29	"1 2 29"	-0.003	4
1	2	"1 2"	29	"1 2 29"	-0.008	7
1	2	"1 2"	29	"1 2 29"	-0.013	7
1	2	"1 2"	29	"1 2 29"	-0.018	6
1	2	"1 2"	29	"1 2 29"	-0.023	9
1	2	"1 2"	29	"1 2 29"	-0.028	9
1	2	"1 2"	29	"1 2 29"	-0.033	9
1	2	"1 2"	29	"1 2 29"	-0.038	15
1	2	"1 2"	29	"1 2 29"	-0.043	13
1	2	"1 2"	29	"1 2 29"	-0.048	18
1	2	"1 2"	29	"1 2 29"	-0.053	14
1	2	"1 2"	29	"1 2 29"	-0.058	14
1	2	"1 2"	29	"1 2 29"	-0.063	21
1	2	"1 2"	29	"1 2 29"	-0.068	22
1	2	"1 2"	29	"1 2 29"	-0.073	20
1	2	"1 2"	29	"1 2 29"	-0.078	19
1	2	"1 2"	30	"1 2 30"	-0.003	4
1	2	"1 2"	30	"1 2 30"	-0.008	7
1	2	"1 2"	30	"1 2 30"	-0.013	5
1	2	"1 2"	30	"1 2 30"	-0.018	9
1	2	"1 2"	30	"1 2 30"	-0.023	10
1	2	"1 2"	30	"1 2 30"	-0.028	12
1	2	"1 2"	30	"1 2 30"	-0.033	11
1	2	"1 2"	30	"1 2 30"	-0.038	12
1	2	"1 2"	30	"1 2 30"	-0.043	12
1	2	"1 2"	30	"1 2 30"	-0.048	21
1	2	"1 2"	30	"1 2 30"	-0.053	14
1	2	"1 2"	30	"1 2 30"	-0.058	25
1	2	"1 2"	30	"1 2 30"	-0.063	19
1	2	"1 2"	30	"1 2 30"	-0.068	19
1	2	"1 2"	30	"1 2 30"	-0.073	17
1	2	"1 2"	30	"1 2 30"	-0.078	17
1	2	"1 2"	31	"1 2 31"	-0.003	4
1	2	"1 2"	31	"1 2 31"	-0.008	4
1	2	"1 2"	31	"1 2 31"	-0.013	5
1	2	"1 2"	31	"1 2 31"	-0.018	5
1	2	"1 2"	31	"1 2 31"	-0.023	9
1	2	"1 2"	31	"1 2 31"	-0.028	14
1	2	"1 2"	31	"1 2 31"	-0.033	8
1	2	"1 2"	31	"1 2 31"	-0.038	13
1	2	"1 2"	31	"1 2 31"	-0.043	12
1	2	"1 2"	31	"1 2 31"	-0.048	14
1	2	"1 2"	31	"1 2 31"	-0.053	14
1	2	"1 2"	31	"1 2 31"	-0.058	18
1	2	"1 2"	31	"1 2 31"	-0.063	16
1	2	"1 2"	31	"1 2 31"	-0.068	14
1	2	"1 2"	31	"1 2 31"	-0.073	23
1	2	"1 2"	31	"1 2 31"	-0.078	22
1	2	"1 2"	32	"1 2 32"	-0.003	4
1	2	"1 2"	32	"1 2 32"	-0.008	4
1	2	"1 2"	32	"1 2 32"	-0.013	6
1	2	"1 2"	32	"1 2 32"	-0.018	10
1	2	"1 2"	32	"1 2 32"	-0.023	10
1	2	"1 2"	32	"1 2 32"	-0.028	9
1	2	"1 2"	32	"1 2 32"	-0.033	9
1	2	"1 2"	32	"1 2 32"	-0.038	14
1	2	"1 2"	32	"1 2 32"	-0.043	14
1	2	"1 2"	32	"1 2 32"	-0.048	14
1	2	"1 2"	32	"1 2 32"	-0.053	17
1	2	"1 2"	32	"1 2 32"	-0.058	21
1	2	"1 2"	32	"1 2 32"	-0.063	22
1	2	"1 2"	32	"1 2 32"	-0.068	10
1	2	"1 2"	32	"1 2 32"	-0.073	21
1	2	"1 2"	32	"1 2 32"	-0.078	18
1	2	"1 2"	33	"1 2 33"	-0.003	4
1	2	"1 2"	33	"1 2 33"	-0.008	5
1	2	"1 2"	33	"1 2 33"	-0.013	7
1	2	"1 2"	33	"1 2 33"	-0.018	5
